Order ID,Order Date,Month,Customer ID,Region,Channel,Category,Product,Quantity,Unit Price,Unit Cost,Discount,Revenue,Cost,Profit,Rating,Returned
ORD-00734,2025-01-20,2025-01,CUS-0025,North East,Online,Beauty,Hair Dryer,2,57.88,29,0,115.76,58,57.76,4.7,No
ORD-01075,2025-01-20,2025-01,CUS-0307,Wales,Store,Sports,Running Shoes,5,81.26,38,0.1,365.67,190,175.67,3.6,No
ORD-00675,2025-01-21,2025-01,CUS-0428,Scotland,Store,Electronics,Bluetooth Speaker,5,64.17,34,0,320.85,170,150.85,5,No
ORD-00091,2025-01-21,2025-01,CUS-0011,South West,Store,Sports,Fitness Tracker,1,55.73,27,0.05,52.94,27,25.94,3.6,No
ORD-00836,2025-01-21,2025-01,CUS-0420,North West,Online,Home,Coffee Maker,1,71.87,41,0,71.87,41,30.87,3.4,No
ORD-01168,2025-01-21,2025-01,CUS-0032,North East,Store,Books,Business Intelligence Guide,2,35.37,12,0.15,60.13,24,36.13,4.5,Yes
ORD-00714,2025-01-22,2025-01,CUS-0195,London,Marketplace,Fashion,Classic Trainers,5,71.81,32,0,359.05,160,199.05,3.5,No
ORD-00505,2025-01-22,2025-01,CUS-0466,North West,Online,Sports,Fitness Tracker,2,54.73,27,0,109.46,54,55.46,5,No
ORD-00235,2025-01-22,2025-01,CUS-0186,South West,Online,Beauty,Skin Care Set,4,45.43,18,0.1,163.55,72,91.55,3.3,No
ORD-01157,2025-01-23,2025-01,CUS-0114,North West,Store,Electronics,Wireless Headphones,5,92.44,48,0,462.2,240,222.2,4.9,Yes
ORD-00928,2025-01-24,2025-01,CUS-0210,Wales,Store,Books,Business Intelligence Guide,4,36.2,12,0.05,137.56,48,89.56,4.3,No
ORD-00183,2025-01-24,2025-01,CUS-0141,Scotland,Store,Books,Data Analytics Handbook,3,41.61,14,0,124.83,42,82.83,3.7,No
ORD-01284,2025-01-25,2025-01,CUS-0315,Scotland,Online,Home,Air Fryer,2,121.18,69,0.2,193.89,138,55.89,4.7,No
ORD-01153,2025-01-27,2025-01,CUS-0556,Scotland,Store,Fashion,Winter Jacket,4,92.81,46,0,371.24,184,187.24,3.2,No
ORD-01241,2025-01-27,2025-01,CUS-0128,Midlands,Marketplace,Beauty,Skin Care Set,4,45.94,18,0,183.76,72,111.76,4.2,No
ORD-00922,2025-01-27,2025-01,CUS-0252,South East,Marketplace,Sports,Running Shoes,5,83.74,38,0.05,397.77,190,207.77,4.6,No
ORD-01447,2025-01-27,2025-01,CUS-0050,South East,Marketplace,Beauty,Hair Dryer,5,61.23,29,0,306.15,145,161.15,4.8,Yes
ORD-00046,2025-01-27,2025-01,CUS-0094,North East,Online,Electronics,Wireless Headphones,1,91.83,48,0,91.83,48,43.83,4.6,No
ORD-00219,2025-01-28,2025-01,CUS-0502,Scotland,Online,Beauty,Skin Care Set,3,47.17,18,0.2,113.21,54,59.21,4.6,No
ORD-01450,2025-01-28,2025-01,CUS-0558,South West,Marketplace,Books,Data Analytics Handbook,3,38.9,14,0,116.7,42,74.7,5,No
ORD-00649,2025-01-29,2025-01,CUS-0522,Wales,Online,Electronics,Smart Watch,3,156.45,92,0,469.35,276,193.35,3.7,No
ORD-00086,2025-01-29,2025-01,CUS-0115,Midlands,Store,Books,Business Intelligence Guide,1,34.64,12,0.05,32.91,12,20.91,5,No
ORD-00024,2025-01-29,2025-01,CUS-0090,Scotland,Marketplace,Books,Business Intelligence Guide,4,33.64,12,0,134.56,48,86.56,4.8,No
ORD-00955,2025-01-29,2025-01,CUS-0066,Wales,Marketplace,Electronics,Bluetooth Speaker,5,66.22,34,0.1,297.99,170,127.99,3.7,No
ORD-01500,2025-01-29,2025-01,CUS-0563,London,Store,Books,Business Intelligence Guide,3,35.4,12,0.05,100.89,36,64.89,3.7,No
ORD-01410,2025-01-29,2025-01,CUS-0312,North East,Marketplace,Books,Business Intelligence Guide,5,34.59,12,0,172.95,60,112.95,4,No
ORD-00819,2025-01-29,2025-01,CUS-0037,Scotland,Marketplace,Fashion,Backpack,5,47.81,21,0,239.05,105,134.05,3.3,No
ORD-01131,2025-01-30,2025-01,CUS-0037,North West,Online,Home,Air Fryer,2,123.61,69,0,247.22,138,109.22,4.5,No
ORD-00813,2025-01-30,2025-01,CUS-0219,North West,Store,Electronics,Bluetooth Speaker,2,64.89,34,0.15,110.31,68,42.31,5,No
ORD-00786,2025-01-30,2025-01,CUS-0498,South West,Online,Home,Coffee Maker,4,72.24,41,0,288.96,164,124.96,4.8,No
ORD-01650,2025-01-30,2025-01,CUS-0391,London,Online,Home,Air Fryer,2,114.56,69,0.05,217.66,138,79.66,4.1,No
ORD-01681,2025-01-30,2025-01,CUS-0228,London,Online,Sports,Yoga Mat,2,29.38,12,0.2,47.01,24,23.01,4.3,No
ORD-00557,2025-01-30,2025-01,CUS-0492,South East,Store,Home,Air Fryer,3,115.7,69,0.05,329.75,207,122.75,5,No
ORD-01452,2025-01-30,2025-01,CUS-0285,Scotland,Online,Electronics,Wireless Headphones,5,93.98,48,0,469.9,240,229.9,4.1,No
ORD-00671,2025-01-31,2025-01,CUS-0305,South West,Marketplace,Electronics,Smart Watch,3,155.41,92,0.2,372.98,276,96.98,4,No
ORD-00767,2025-01-31,2025-01,CUS-0381,North East,Store,Books,Data Analytics Handbook,4,38.28,14,0.05,145.46,56,89.46,3.7,No
ORD-00897,2025-01-31,2025-01,CUS-0534,Midlands,Online,Fashion,Backpack,5,47.68,21,0.2,190.72,105,85.72,4.1,No
ORD-01714,2025-02-01,2025-02,CUS-0312,London,Online,Electronics,Smart Watch,1,154.06,92,0,154.06,92,62.06,3.2,No
ORD-01716,2025-02-01,2025-02,CUS-0597,North West,Store,Fashion,Winter Jacket,2,93.71,46,0.05,178.05,92,86.05,4.7,No
ORD-01306,2025-02-01,2025-02,CUS-0407,London,Store,Sports,Running Shoes,1,76.46,38,0.1,68.81,38,30.81,3.5,No
ORD-01332,2025-02-01,2025-02,CUS-0204,North East,Online,Beauty,Skin Care Set,1,44.13,18,0,44.13,18,26.13,4.1,No
ORD-01453,2025-02-02,2025-02,CUS-0028,South East,Marketplace,Sports,Yoga Mat,4,31.05,12,0.2,99.36,48,51.36,4.1,No
ORD-00726,2025-02-02,2025-02,CUS-0255,Scotland,Store,Sports,Fitness Tracker,3,53.2,27,0.1,143.64,81,62.64,3.3,No
ORD-00118,2025-02-03,2025-02,CUS-0482,London,Online,Fashion,Classic Trainers,4,69.17,32,0,276.68,128,148.68,3.9,No
ORD-01438,2025-02-04,2025-02,CUS-0537,North East,Online,Fashion,Classic Trainers,4,67.14,32,0.2,214.85,128,86.85,3.7,No
ORD-01518,2025-02-05,2025-02,CUS-0605,North West,Store,Home,Air Fryer,5,125.41,69,0.2,501.64,345,156.64,4.7,No
ORD-00718,2025-02-05,2025-02,CUS-0396,South West,Online,Electronics,Bluetooth Speaker,3,61.8,34,0,185.4,102,83.4,5,No
ORD-00653,2025-02-05,2025-02,CUS-0524,London,Store,Home,Air Fryer,4,125.95,69,0,503.8,276,227.8,5,No
ORD-01066,2025-02-05,2025-02,CUS-0165,Wales,Marketplace,Books,Data Analytics Handbook,5,40.59,14,0,202.95,70,132.95,3.5,No
ORD-01224,2025-02-06,2025-02,CUS-0496,Scotland,Marketplace,Fashion,Backpack,3,51.77,21,0,155.31,63,92.31,4.4,No
ORD-00299,2025-02-06,2025-02,CUS-0426,North West,Marketplace,Electronics,Smart Watch,2,153.93,92,0.1,277.07,184,93.07,4.5,No
ORD-00737,2025-02-06,2025-02,CUS-0036,Midlands,Store,Fashion,Backpack,1,50.3,21,0.15,42.76,21,21.76,4.5,No
ORD-00435,2025-02-07,2025-02,CUS-0280,North East,Online,Electronics,Smart Watch,3,166.55,92,0.15,424.7,276,148.7,4.8,Yes
ORD-01191,2025-02-07,2025-02,CUS-0236,London,Online,Fashion,Classic Trainers,1,71.01,32,0,71.01,32,39.01,3.3,No
ORD-00584,2025-02-07,2025-02,CUS-0418,South East,Online,Sports,Running Shoes,1,79.18,38,0.05,75.22,38,37.22,4.7,No
ORD-00345,2025-02-07,2025-02,CUS-0337,Scotland,Marketplace,Sports,Yoga Mat,4,31.14,12,0.05,118.33,48,70.33,4.2,No
ORD-00747,2025-02-08,2025-02,CUS-0481,North East,Online,Home,Air Fryer,3,120.43,69,0.1,325.16,207,118.16,4.4,No
ORD-01299,2025-02-08,2025-02,CUS-0396,Wales,Store,Books,Data Analytics Handbook,2,40.82,14,0.15,69.39,28,41.39,3.9,No
ORD-00322,2025-02-09,2025-02,CUS-0135,Midlands,Store,Sports,Running Shoes,4,82.95,38,0.1,298.62,152,146.62,4.1,Yes
ORD-00878,2025-02-10,2025-02,CUS-0452,North West,Marketplace,Beauty,Skin Care Set,1,43.99,18,0.05,41.79,18,23.79,3.4,No
ORD-00271,2025-02-11,2025-02,CUS-0122,Wales,Store,Beauty,Hair Dryer,1,62.77,29,0,62.77,29,33.77,4.2,No
ORD-00947,2025-02-12,2025-02,CUS-0620,North East,Store,Home,Air Fryer,3,119.63,69,0,358.89,207,151.89,3.6,No
ORD-01413,2025-02-14,2025-02,CUS-0083,North West,Online,Sports,Running Shoes,5,79.64,38,0,398.2,190,208.2,4.7,Yes
ORD-00750,2025-02-14,2025-02,CUS-0349,North East,Store,Books,Business Intelligence Guide,4,35.81,12,0,143.24,48,95.24,3.9,No
ORD-01331,2025-02-14,2025-02,CUS-0249,Midlands,Store,Fashion,Winter Jacket,3,96.25,46,0.2,231,138,93,3.5,No
ORD-00035,2025-02-14,2025-02,CUS-0078,North East,Store,Home,Air Fryer,4,115.33,69,0.05,438.25,276,162.25,3.8,No
ORD-00242,2025-02-14,2025-02,CUS-0082,Scotland,Store,Sports,Running Shoes,2,76.36,38,0.05,145.08,76,69.08,3.5,No
ORD-00425,2025-02-15,2025-02,CUS-0372,Wales,Store,Electronics,Smart Watch,2,161.06,92,0.15,273.8,184,89.8,4.8,Yes
ORD-00478,2025-02-15,2025-02,CUS-0080,North East,Online,Sports,Fitness Tracker,2,55.96,27,0.1,100.73,54,46.73,4.6,No
ORD-01691,2025-02-15,2025-02,CUS-0480,South West,Marketplace,Fashion,Winter Jacket,3,96.12,46,0,288.36,138,150.36,3.8,No
ORD-00966,2025-02-16,2025-02,CUS-0518,Wales,Marketplace,Sports,Running Shoes,2,76.88,38,0,153.76,76,77.76,3.3,No
ORD-00788,2025-02-17,2025-02,CUS-0223,Scotland,Online,Fashion,Classic Trainers,1,66.71,32,0,66.71,32,34.71,4.5,No
ORD-00309,2025-02-18,2025-02,CUS-0467,North East,Store,Electronics,Wireless Headphones,2,94.37,48,0,188.74,96,92.74,3.9,No
ORD-01682,2025-02-18,2025-02,CUS-0264,North East,Store,Electronics,Bluetooth Speaker,1,65.21,34,0.05,61.95,34,27.95,3.8,No
ORD-01054,2025-02-18,2025-02,CUS-0002,Midlands,Online,Home,Coffee Maker,3,72.44,41,0.05,206.45,123,83.45,4.6,No
ORD-00256,2025-02-18,2025-02,CUS-0017,North East,Marketplace,Books,Business Intelligence Guide,5,35.25,12,0.2,141,60,81,4.3,No
ORD-01685,2025-02-19,2025-02,CUS-0063,Wales,Online,Home,Coffee Maker,1,77.77,41,0.2,62.22,41,21.22,4.6,No
ORD-00640,2025-02-20,2025-02,CUS-0549,Wales,Marketplace,Sports,Running Shoes,1,77.32,38,0.05,73.45,38,35.45,4.8,No
ORD-00933,2025-02-20,2025-02,CUS-0464,South West,Marketplace,Home,Coffee Maker,2,73.38,41,0.15,124.75,82,42.75,5,No
ORD-00146,2025-02-20,2025-02,CUS-0019,Midlands,Online,Beauty,Hair Dryer,4,62.56,29,0.05,237.73,116,121.73,3.4,No
ORD-00571,2025-02-20,2025-02,CUS-0431,North West,Online,Sports,Running Shoes,1,76.27,38,0,76.27,38,38.27,3.5,No
ORD-01126,2025-02-21,2025-02,CUS-0264,North East,Marketplace,Electronics,Smart Watch,1,161.42,92,0,161.42,92,69.42,4.4,No
ORD-00422,2025-02-21,2025-02,CUS-0165,Scotland,Online,Electronics,Bluetooth Speaker,1,66.57,34,0.05,63.24,34,29.24,4.6,No
ORD-01098,2025-02-22,2025-02,CUS-0617,North West,Marketplace,Home,Air Fryer,3,117.91,69,0,353.73,207,146.73,5,No
ORD-00646,2025-02-22,2025-02,CUS-0413,South West,Store,Beauty,Hair Dryer,2,61.42,29,0.2,98.27,58,40.27,5,No
ORD-00887,2025-02-24,2025-02,CUS-0450,South East,Marketplace,Books,Data Analytics Handbook,2,39.42,14,0.05,74.9,28,46.9,3.3,No
ORD-01568,2025-02-24,2025-02,CUS-0321,London,Marketplace,Electronics,Wireless Headphones,4,93.51,48,0,374.04,192,182.04,3.8,No
ORD-00618,2025-02-24,2025-02,CUS-0352,Midlands,Online,Sports,Yoga Mat,5,29.47,12,0.1,132.62,60,72.62,3.4,No
ORD-00132,2025-02-24,2025-02,CUS-0290,North West,Store,Fashion,Classic Trainers,2,66.82,32,0.15,113.59,64,49.59,3.5,No
ORD-00177,2025-02-25,2025-02,CUS-0579,Scotland,Marketplace,Beauty,Skin Care Set,2,46.18,18,0,92.36,36,56.36,4.3,No
ORD-00277,2025-02-25,2025-02,CUS-0124,South East,Store,Electronics,Bluetooth Speaker,2,67.06,34,0,134.12,68,66.12,3.8,No
ORD-01626,2025-02-25,2025-02,CUS-0512,Midlands,Online,Home,Coffee Maker,2,73.24,41,0.15,124.51,82,42.51,4.1,No
ORD-01760,2025-02-25,2025-02,CUS-0491,Midlands,Store,Beauty,Skin Care Set,3,44.62,18,0,133.86,54,79.86,5,No
ORD-01781,2025-02-25,2025-02,CUS-0106,Wales,Store,Fashion,Backpack,4,47.77,21,0,191.08,84,107.08,4.7,No
ORD-01193,2025-02-25,2025-02,CUS-0408,North West,Marketplace,Home,Desk Lamp,2,36.04,17,0.1,64.87,34,30.87,4.3,No
ORD-00953,2025-02-26,2025-02,CUS-0416,North West,Marketplace,Sports,Running Shoes,3,77.68,38,0.2,186.43,114,72.43,3.7,Yes
ORD-01589,2025-02-27,2025-02,CUS-0217,South West,Marketplace,Home,Air Fryer,4,124.96,69,0.05,474.85,276,198.85,4.5,No
ORD-01669,2025-02-27,2025-02,CUS-0397,South East,Marketplace,Sports,Fitness Tracker,3,52.37,27,0.05,149.25,81,68.25,5,No
ORD-00297,2025-02-27,2025-02,CUS-0599,Wales,Online,Electronics,Bluetooth Speaker,5,62.7,34,0,313.5,170,143.5,4.8,No
ORD-01707,2025-02-27,2025-02,CUS-0156,Wales,Marketplace,Books,Data Analytics Handbook,4,38.78,14,0,155.12,56,99.12,5,No
ORD-00234,2025-02-27,2025-02,CUS-0202,North East,Store,Electronics,Smart Watch,5,166.07,92,0.05,788.83,460,328.83,4.9,No
ORD-00419,2025-02-28,2025-02,CUS-0420,Midlands,Marketplace,Electronics,Wireless Headphones,4,88.94,48,0.2,284.61,192,92.61,4.4,No
ORD-01570,2025-03-02,2025-03,CUS-0201,North East,Online,Books,Business Intelligence Guide,1,35.16,12,0.05,33.4,12,21.4,4.8,No
ORD-01528,2025-03-02,2025-03,CUS-0329,Wales,Store,Electronics,Wireless Headphones,4,93.68,48,0.05,355.98,192,163.98,4.3,Yes
ORD-01371,2025-03-02,2025-03,CUS-0366,Scotland,Online,Electronics,Smart Watch,4,154.08,92,0.15,523.87,368,155.87,4.2,Yes
ORD-00455,2025-03-02,2025-03,CUS-0517,North East,Store,Electronics,Bluetooth Speaker,1,65.56,34,0.2,52.45,34,18.45,4.1,No
ORD-00664,2025-03-04,2025-03,CUS-0110,London,Store,Fashion,Classic Trainers,4,67.91,32,0.15,230.89,128,102.89,3.7,No
ORD-00729,2025-03-04,2025-03,CUS-0297,London,Online,Home,Coffee Maker,2,72.3,41,0.05,137.37,82,55.37,3.6,No
ORD-01254,2025-03-04,2025-03,CUS-0506,London,Online,Beauty,Skin Care Set,3,43.82,18,0.1,118.31,54,64.31,3.4,Yes
ORD-01106,2025-03-04,2025-03,CUS-0167,Wales,Store,Home,Coffee Maker,5,72.8,41,0,364,205,159,4.4,No
ORD-00474,2025-03-05,2025-03,CUS-0168,South East,Store,Home,Coffee Maker,4,77.87,41,0,311.48,164,147.48,5,No
ORD-00338,2025-03-05,2025-03,CUS-0469,Scotland,Online,Home,Air Fryer,2,114.6,69,0.15,194.82,138,56.82,3.4,No
ORD-00724,2025-03-05,2025-03,CUS-0135,North East,Marketplace,Beauty,Skin Care Set,4,44,18,0,176,72,104,4.3,No
ORD-00491,2025-03-06,2025-03,CUS-0559,London,Marketplace,Fashion,Classic Trainers,2,70.51,32,0,141.02,64,77.02,5,No
ORD-00896,2025-03-06,2025-03,CUS-0079,North East,Marketplace,Electronics,Smart Watch,4,154.18,92,0.05,585.88,368,217.88,4.2,No
ORD-01393,2025-03-07,2025-03,CUS-0128,Wales,Marketplace,Home,Air Fryer,5,122.39,69,0.05,581.35,345,236.35,3.6,No
ORD-00652,2025-03-07,2025-03,CUS-0259,Scotland,Marketplace,Home,Desk Lamp,3,33.97,17,0.15,86.62,51,35.62,4.3,No
ORD-01486,2025-03-07,2025-03,CUS-0070,North East,Online,Sports,Yoga Mat,3,28.71,12,0.05,81.82,36,45.82,3.8,No
ORD-00029,2025-03-07,2025-03,CUS-0071,North East,Store,Books,Business Intelligence Guide,3,35.74,12,0.15,91.14,36,55.14,3.9,No
ORD-00880,2025-03-08,2025-03,CUS-0503,South West,Store,Books,Business Intelligence Guide,5,34.12,12,0.1,153.54,60,93.54,4.4,No
ORD-00956,2025-03-08,2025-03,CUS-0099,North East,Online,Beauty,Hair Dryer,5,59.95,29,0.2,239.8,145,94.8,4.2,No
ORD-00218,2025-03-09,2025-03,CUS-0456,Wales,Store,Home,Air Fryer,4,124.32,69,0.15,422.69,276,146.69,4.6,No
ORD-01572,2025-03-09,2025-03,CUS-0597,Midlands,Marketplace,Home,Desk Lamp,5,34.21,17,0.2,136.84,85,51.84,4.7,No
ORD-00470,2025-03-09,2025-03,CUS-0423,Scotland,Store,Sports,Fitness Tracker,3,53.83,27,0.05,153.42,81,72.42,3.7,No
ORD-01402,2025-03-09,2025-03,CUS-0521,London,Store,Beauty,Hair Dryer,2,61.43,29,0,122.86,58,64.86,3.9,No
ORD-00971,2025-03-10,2025-03,CUS-0392,Scotland,Marketplace,Electronics,Bluetooth Speaker,3,62.89,34,0,188.67,102,86.67,5,No
ORD-00712,2025-03-10,2025-03,CUS-0496,North West,Online,Home,Air Fryer,2,117.01,69,0,234.02,138,96.02,4.5,No
ORD-01435,2025-03-11,2025-03,CUS-0535,Wales,Store,Books,Business Intelligence Guide,1,35.06,12,0,35.06,12,23.06,3.9,No
ORD-00334,2025-03-11,2025-03,CUS-0301,North West,Store,Electronics,Bluetooth Speaker,5,66.4,34,0.15,282.2,170,112.2,4.9,Yes
ORD-01058,2025-03-11,2025-03,CUS-0120,Scotland,Online,Books,Business Intelligence Guide,5,35.09,12,0.15,149.13,60,89.13,4.5,No
ORD-01110,2025-03-12,2025-03,CUS-0218,London,Store,Electronics,Bluetooth Speaker,2,62.96,34,0.05,119.62,68,51.62,4.2,No
ORD-00624,2025-03-12,2025-03,CUS-0526,North East,Marketplace,Fashion,Winter Jacket,3,99.6,46,0.1,268.92,138,130.92,5,No
ORD-01221,2025-03-13,2025-03,CUS-0604,North East,Marketplace,Books,Data Analytics Handbook,1,41.54,14,0,41.54,14,27.54,3.8,No
ORD-00031,2025-03-13,2025-03,CUS-0251,South West,Marketplace,Home,Desk Lamp,2,33.33,17,0,66.66,34,32.66,4.2,No
ORD-01192,2025-03-13,2025-03,CUS-0214,Scotland,Marketplace,Beauty,Hair Dryer,3,57.7,29,0.15,147.14,87,60.14,3.4,No
ORD-00809,2025-03-13,2025-03,CUS-0610,Scotland,Online,Home,Desk Lamp,3,36.53,17,0,109.59,51,58.59,4.3,No
ORD-00575,2025-03-13,2025-03,CUS-0305,North East,Online,Home,Air Fryer,3,118.07,69,0.15,301.08,207,94.08,4.8,No
ORD-01378,2025-03-13,2025-03,CUS-0445,Scotland,Marketplace,Fashion,Classic Trainers,4,73.39,32,0,293.56,128,165.56,4.9,No
ORD-01652,2025-03-13,2025-03,CUS-0618,Scotland,Marketplace,Fashion,Winter Jacket,1,92.26,46,0.05,87.65,46,41.65,3.6,No
ORD-00990,2025-03-14,2025-03,CUS-0025,South East,Marketplace,Sports,Running Shoes,1,78.22,38,0.1,70.4,38,32.4,3.8,No
ORD-01252,2025-03-14,2025-03,CUS-0183,Wales,Marketplace,Home,Air Fryer,2,118.87,69,0.05,225.85,138,87.85,4.8,No
ORD-00759,2025-03-14,2025-03,CUS-0506,North West,Store,Fashion,Backpack,1,51.15,21,0.05,48.59,21,27.59,3.5,No
ORD-01300,2025-03-14,2025-03,CUS-0517,Scotland,Store,Fashion,Classic Trainers,4,71.15,32,0.1,256.14,128,128.14,5,No
ORD-01269,2025-03-14,2025-03,CUS-0369,South East,Marketplace,Fashion,Winter Jacket,5,99.15,46,0,495.75,230,265.75,4.4,Yes
ORD-00511,2025-03-14,2025-03,CUS-0187,North West,Marketplace,Home,Air Fryer,5,116.98,69,0.2,467.92,345,122.92,3.6,No
ORD-01027,2025-03-14,2025-03,CUS-0579,Midlands,Online,Sports,Running Shoes,2,80.83,38,0,161.66,76,85.66,3.6,No
ORD-00314,2025-03-14,2025-03,CUS-0539,Scotland,Marketplace,Home,Desk Lamp,2,34.42,17,0.1,61.96,34,27.96,3.3,No
ORD-01310,2025-03-14,2025-03,CUS-0003,London,Store,Fashion,Backpack,3,48.45,21,0.1,130.82,63,67.82,4.7,No
ORD-01690,2025-03-16,2025-03,CUS-0446,North East,Online,Home,Air Fryer,4,121.88,69,0.2,390.02,276,114.02,5,Yes
ORD-01059,2025-03-16,2025-03,CUS-0266,North West,Marketplace,Books,Business Intelligence Guide,4,34.37,12,0.2,109.98,48,61.98,4.7,No
ORD-00121,2025-03-17,2025-03,CUS-0324,North West,Store,Electronics,Bluetooth Speaker,3,66.29,34,0,198.87,102,96.87,3.5,Yes
ORD-01069,2025-03-18,2025-03,CUS-0222,Wales,Marketplace,Beauty,Skin Care Set,5,42.91,18,0,214.55,90,124.55,4.3,No
ORD-00240,2025-03-19,2025-03,CUS-0092,London,Marketplace,Home,Desk Lamp,4,34.94,17,0,139.76,68,71.76,3.5,No
ORD-00075,2025-03-19,2025-03,CUS-0452,North East,Marketplace,Electronics,Smart Watch,5,158.29,92,0.1,712.31,460,252.31,4.5,No
ORD-01415,2025-03-19,2025-03,CUS-0311,South East,Marketplace,Electronics,Wireless Headphones,2,88.55,48,0,177.1,96,81.1,4.9,No
ORD-00431,2025-03-20,2025-03,CUS-0424,North East,Online,Books,Data Analytics Handbook,5,39.47,14,0,197.35,70,127.35,4.6,No
ORD-01237,2025-03-20,2025-03,CUS-0422,Midlands,Store,Sports,Fitness Tracker,5,52.96,27,0,264.8,135,129.8,3.3,Yes
ORD-00381,2025-03-21,2025-03,CUS-0206,North West,Store,Fashion,Winter Jacket,4,91.56,46,0.1,329.62,184,145.62,4.1,No
ORD-01174,2025-03-22,2025-03,CUS-0329,North West,Marketplace,Sports,Yoga Mat,2,30.46,12,0,60.92,24,36.92,3.9,No
ORD-01286,2025-03-22,2025-03,CUS-0071,Wales,Marketplace,Electronics,Smart Watch,4,155.62,92,0.05,591.36,368,223.36,3.4,No
ORD-01440,2025-03-22,2025-03,CUS-0335,Wales,Online,Sports,Yoga Mat,5,28.7,12,0.05,136.32,60,76.32,4.5,No
ORD-01073,2025-03-23,2025-03,CUS-0098,Midlands,Online,Beauty,Skin Care Set,3,45.48,18,0,136.44,54,82.44,3.9,No
ORD-01767,2025-03-23,2025-03,CUS-0550,North East,Store,Fashion,Classic Trainers,2,69.14,32,0.2,110.62,64,46.62,4.9,No
ORD-00438,2025-03-24,2025-03,CUS-0048,Scotland,Online,Fashion,Backpack,1,52.19,21,0.2,41.75,21,20.75,4.6,No
ORD-01046,2025-03-24,2025-03,CUS-0470,Wales,Online,Beauty,Hair Dryer,3,60.1,29,0.15,153.26,87,66.26,4.2,No
ORD-01400,2025-03-25,2025-03,CUS-0588,North East,Marketplace,Electronics,Smart Watch,3,165.19,92,0,495.57,276,219.57,3.7,No
ORD-00833,2025-03-26,2025-03,CUS-0116,North West,Marketplace,Books,Data Analytics Handbook,2,41.18,14,0.15,70.01,28,42.01,5,No
ORD-01625,2025-03-26,2025-03,CUS-0186,London,Online,Home,Coffee Maker,2,74.95,41,0.15,127.42,82,45.42,4.5,No
ORD-01668,2025-03-26,2025-03,CUS-0448,North West,Online,Beauty,Hair Dryer,3,57.69,29,0.2,138.46,87,51.46,4.7,No
ORD-00705,2025-03-26,2025-03,CUS-0212,South West,Online,Home,Desk Lamp,2,35.65,17,0,71.3,34,37.3,3.5,No
ORD-00998,2025-03-27,2025-03,CUS-0532,Scotland,Store,Fashion,Backpack,1,48.5,21,0.1,43.65,21,22.65,4.3,No
ORD-00162,2025-03-27,2025-03,CUS-0015,South East,Online,Beauty,Hair Dryer,5,62.96,29,0.1,283.32,145,138.32,5,No
ORD-00907,2025-03-28,2025-03,CUS-0333,London,Online,Sports,Running Shoes,3,83.01,38,0,249.03,114,135.03,4.5,No
ORD-00881,2025-03-28,2025-03,CUS-0089,North East,Store,Sports,Fitness Tracker,3,55.25,27,0.05,157.46,81,76.46,4.8,No
ORD-00224,2025-03-28,2025-03,CUS-0164,South East,Marketplace,Home,Desk Lamp,2,33.37,17,0.15,56.73,34,22.73,4.5,No
ORD-01496,2025-03-28,2025-03,CUS-0513,London,Online,Electronics,Bluetooth Speaker,2,63.05,34,0.15,107.18,68,39.18,4.1,No
ORD-00970,2025-03-28,2025-03,CUS-0335,North East,Store,Fashion,Classic Trainers,5,68.01,32,0,340.05,160,180.05,3.3,No
ORD-00433,2025-03-28,2025-03,CUS-0581,North East,Store,Electronics,Wireless Headphones,5,87.95,48,0,439.75,240,199.75,3.2,No
ORD-00368,2025-03-29,2025-03,CUS-0557,North East,Store,Home,Desk Lamp,4,34.46,17,0,137.84,68,69.84,3.8,No
ORD-00153,2025-03-29,2025-03,CUS-0115,South East,Marketplace,Books,Business Intelligence Guide,1,34.53,12,0,34.53,12,22.53,3.7,No
ORD-00636,2025-03-29,2025-03,CUS-0043,North West,Marketplace,Sports,Yoga Mat,4,28.9,12,0.05,109.82,48,61.82,4.8,No
ORD-00210,2025-03-30,2025-03,CUS-0221,Midlands,Store,Sports,Running Shoes,4,83.02,38,0,332.08,152,180.08,4.2,No
ORD-01614,2025-03-30,2025-03,CUS-0315,Midlands,Online,Sports,Yoga Mat,1,29.45,12,0.2,23.56,12,11.56,5,No
ORD-01649,2025-03-31,2025-03,CUS-0481,South East,Store,Electronics,Wireless Headphones,5,92.05,48,0.15,391.21,240,151.21,4.4,No
ORD-01444,2025-04-01,2025-04,CUS-0333,Wales,Marketplace,Home,Desk Lamp,3,35.91,17,0.2,86.18,51,35.18,4.9,Yes
ORD-01383,2025-04-01,2025-04,CUS-0028,North West,Store,Sports,Fitness Tracker,5,53.43,27,0.15,227.08,135,92.08,4.3,No
ORD-00869,2025-04-01,2025-04,CUS-0170,Scotland,Online,Sports,Fitness Tracker,3,52.73,27,0,158.19,81,77.19,4.2,No
ORD-01481,2025-04-01,2025-04,CUS-0116,South West,Store,Fashion,Classic Trainers,1,69.86,32,0,69.86,32,37.86,5,No
ORD-01491,2025-04-01,2025-04,CUS-0213,South West,Store,Fashion,Backpack,5,51.55,21,0.2,206.2,105,101.2,4.7,No
ORD-00191,2025-04-02,2025-04,CUS-0131,London,Store,Beauty,Hair Dryer,5,62.87,29,0,314.35,145,169.35,5,No
